"","ID","level","Zvalue","Pvalue","FDR","module","score","Nfixation","plant_pathogen","arbuscular_mycorrhizal","z.degree","moduleConect","Kingdom","Phylum","Class","Order","Family","Genus","Species","degree","betweenness","eigen","hubscore","reach2","reach3"
"Arc_0001","Arc_0001","Level 1",1.95585520409362,0.257,0.534025974025974,4,-2,0,2,0,"0.556596612684486","0","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrocosmicus","Unidentified",3,0.00224677981447929,0.0154283351615023,0.0154283351615013,0.0696864111498258,0.202090592334495
"Arc_0002","Arc_0002","Level 1",5.55715634187975,0,0,9,-416,0,421,0,"1.31746509848052","0.724489795918367","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",14,0.0551378745974811,0.0779119246341881,0.0779119246341845,0.219512195121951,0.606271777003484
"Arc_0003","Arc_0003","Level 1",7.61458838411027,0,0,1,-46,0,46,0,"0.552732793279311","0.48","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus Nitrosotalea","Unidentified",10,0.0153336111446963,0.109083960069798,0.109083960069798,0.177700348432056,0.439024390243902
"Arc_0004","Arc_0004","Level 1",4.86651193757778,0,0,6,-119,0,119,0,"0.826358230144955","0.611111111111111","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrocosmicus","Unidentified",18,0.059226652181023,0.365088095443859,0.36508809544386,0.229965156794425,0.519163763066202
"Arc_0005","Arc_0005","Level 1",2.75929754966154,0.023,0.0681481481481481,2,-63,0,64,0,"0.486577482828953","0.622448979591837","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",14,0.0296345051280545,0.147763472828221,0.147763472828215,0.205574912891986,0.501742160278746
"Arc_0006","Arc_0006","Level 1",1.58968403413995,0.528,0.9504,2,-175,0,179,0,"1.10120167166552","0.297520661157025","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus Nitrosotenuis","Unidentified",11,0.0133901647211247,0.254439619955262,0.25443961995526,0.205574912891986,0.470383275261324
"Arc_0007","Arc_0007","Level 1",-0.283425480114113,3.793,1,6,-1,0,1,0,"-0.683882673223411","0.32","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus Nitrosotalea","Unidentified",5,0.00336645258198769,0.184357923293779,0.184357923293779,0.146341463414634,0.358885017421603
"Arc_0008","Arc_0008","Level 1",-1.98582101371161,0.211,0.45147102526003,7,-42,0,42,0,"1.88824781849084","0","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrocosmicus","Unidentified",14,0.0117072373326881,0.169381290417744,0.16938129041773,0.191637630662021,0.365853658536585
"Arc_0009","Arc_0009","Level 1",5.77489404439969,0,0,9,-7,0,7,0,"0.702648052522944","0.448979591836735","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrocosmicus","Unidentified",7,0.0142434823775618,0.0575555417800177,0.0575555417800171,0.149825783972125,0.484320557491289
"Arc_0010","Arc_0010","Level 1",-2.56271546958593,0.056,0.146618181818182,2,-76,0,78,0,"0.179265388410667","0.444444444444444","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",9,0.0133835350681667,0.173895204296439,0.173895204296438,0.177700348432056,0.473867595818815
"Arc_0011","Arc_0011","Level 1",-10.2673690807528,0,0,3,0,0,0,0,"-0.843274042711568","0.444444444444444","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","Unidentified",3,0.000423180822935233,0.00801817687506284,0.00801817687506248,0.0418118466898955,0.139372822299652
"Arc_0013","Arc_0013","Level 1",5.61114252213454,0,0,8,-204,0,205,0,"0.898846607493181","0.73469387755102","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",14,0.0547098754813502,0.206987795801673,0.206987795801673,0.226480836236934,0.585365853658537
"Arc_0014","Arc_0014","Level 1",3.26584568932699,0.003,0.0109644670050761,8,-12,0,12,0,"0.0473077161838517","0.5","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus Nitrosotalea","Unidentified",6,0.0101099880119003,0.0940638589637431,0.0940638589637429,0.128919860627178,0.383275261324042
"Arc_0015","Arc_0015","Level 1",6.16392795676726,0,0,1,-111,0,113,0,"0.901827189034666","0.429752066115702","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","Unidentified",11,0.0149773184739081,0.0624591103274304,0.0624591103274295,0.153310104529617,0.411149825783972
"Arc_0016","Arc_0016","Level 1",2.28989493243874,0.104,0.250854271356784,6,-38,0,39,0,"0.322944595688833","0.551111111111111","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",15,0.0409953651650181,0.487243929464444,0.487243929464443,0.24390243902439,0.48780487804878
"Arc_0018","Arc_0018","Level 1",-1.59365115584236,0.519,0.936541353383459,7,-50,0,50,0,"2.1302092223678","0","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",15,0.0305773132187105,0.135406649791777,0.135406649791766,0.181184668989547,0.379790940766551
"Arc_0020","Arc_0020","Level 1",2.30204207472978,0.088,0.21848275862069,10,-20,0,20,0,"-0.490418669306327","0.666666666666667","Archaea","Crenarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Unidentified","Unidentified",6,0.0129127322346874,0.0436794775649746,0.0436794775649739,0.132404181184669,0.449477351916376
"Bac_00001","Bac_00001","Level 1",-1.15033459292344,1.24,1,1,0,0,0,0,"0.552732793279311","0","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Unidentified","Unidentified",7,0.009435333107079,0.0233774262966213,0.0233774262966202,0.111498257839721,0.383275261324042
"Bac_00002","Bac_00002","Level 1",6.61631141011128,0,0,2,0,0,0,0,"-1.04998298926248","0.444444444444444","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter","Unidentified",3,0.003205064517988,0.0269321933077701,0.0269321933077699,0.0592334494773519,0.250871080139373
"Bac_00003","Bac_00003","Level 1",9.38615485068761,0,0,1,-30,0,30,0,"-0.494550393986752","0","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unidentified",4,0.000544438069085038,0.0104329435854211,0.0104329435854208,0.0627177700348432,0.219512195121951
"Bac_00004","Bac_00004","Level 1",-12.9563591169066,0,0,3,0,0,0,0,"2.31900361745681","0.46","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea","Unidentified",10,0.0144945566663451,0.0305605049706975,0.030560504970696,0.125435540069686,0.320557491289199
"Bac_00005","Bac_00005","Level 1",2.71824562464638,0.032,0.0914285714285714,2,-49,0,50,0,"-0.435358800425905","0.32","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Unidentified","Unidentified","Unidentified",5,0.000536108700413044,0.0498091131269858,0.0498091131269839,0.0940766550522648,0.299651567944251
"Bac_00006","Bac_00006","Level 1",-5.74869927128045,0,0,1,-57,0,57,0,"0.901827189034666","0.197530864197531","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","Unidentified",9,0.00870851581912812,0.0299831503791056,0.029983150379104,0.139372822299652,0.355400696864112
"Bac_00007","Bac_00007","Level 1",-1.97457786207012,0.235,0.494014598540146,4,-725,0,741,0,"1.59027603624139","0.58","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella","Unidentified",10,0.0181536606002349,0.0679229720892307,0.0679229720892258,0.156794425087108,0.442508710801394
"Bac_00008","Bac_00008","Level 1",5.17396988251916,0,0,5,0,0,0,0,"NaN","0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unidentified",1,0,4.18623882831325e-17,0,0.00348432055749129,0.00348432055749129
"Bac_00009","Bac_00009","Level 1",3.35144058112605,0.002,0.00753926701570681,1,0,0,0,0,"-1.19273918549746","0.444444444444444","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Unidentified",3,0.00234119299735726,0.0106564779641129,0.0106564779641122,0.0662020905923345,0.261324041811847
"Bac_00010","Bac_00010","Level 1",-8.61732200629367,0,0,1,-24,0,24,0,"-0.145455998231398","0.567901234567901","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","Unidentified",9,0.00907310259219951,0.029174990036459,0.0291749900364576,0.149825783972125,0.32404181184669
"Bac_00011","Bac_00011","Level 1",0.963210799689036,1.757,1,2,-64,0,64,0,"0.179265388410667","0.244897959183674","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unidentified",7,0.0180740327664281,0.0704190713002137,0.0704190713002115,0.142857142857143,0.452961672473868
"Bac_00013","Bac_00013","Level 1",3.7710536659525,0.001,0.00398891966759003,4,-21,0,23,0,"-0.477082810872417","0.444444444444444","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Unidentified",3,0.00334493293173226,0.0182088853346719,0.0182088853346708,0.0836236933797909,0.247386759581882
"Bac_00014","Bac_00014","Level 1",-5.27271314956665,0,0,1,0,0,0,0,"1.25092158479002","0.461538461538462","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",13,0.0239361345752626,0.0360939653181429,0.036093965318142,0.146341463414634,0.344947735191638
"Bac_00015","Bac_00015","Level 1",8.33934269880723,0,0,6,-5,0,5,0,"-0.683882673223411","0.32","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Terrabacter","Unidentified",5,0.00550513696805992,0.11863753018213,0.11863753018213,0.10801393728223,0.372822299651568
"Bac_00016","Bac_00016","Level 1",3.6244325108834,0.002,0.00753926701570681,2,-95,0,98,0,"0.793889577247239","0.34","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unidentified",10,0.0196655867409078,0.11273079235996,0.112730792359956,0.191637630662021,0.439024390243902
"Bac_00017","Bac_00017","Level 1",-5.13725702868665,0,0,7,-199,0,199,0,"0.678440799106005","0.314049586776859","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola","Unidentified",11,0.0212000292310362,0.122545588232656,0.122545588232646,0.191637630662021,0.428571428571429
"Bac_00018","Bac_00018","Level 1",-1.45777000315564,0.713,1,4,-53,0,54,0,"1.59027603624139","0.710743801652893","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","Unidentified",11,0.0133946671924658,0.0747632285110288,0.074763228511025,0.118466898954704,0.393728222996516
"Bac_00019","Bac_00019","Level 1",4.94160251529261,0,0,7,-373,0,381,0,"0.436479395229038","0.396694214876033","Bacteria","Chloroflexi","Gitt-GS-136","Unidentified","Unidentified","Unidentified","Unidentified",11,0.0187333290557345,0.117762936788154,0.117762936788147,0.142857142857143,0.428571428571429
"Bac_00020","Bac_00020","Level 1",4.5503376168863,0,0,6,-15,0,15,0,"0.826358230144955","0.165289256198347","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",11,0.0199877905663711,0.423264580037351,0.423264580037352,0.202090592334495,0.477351916376307
"Bac_00021","Bac_00021","Level 1",1.60024086285639,0.506,0.921163084702908,8,0,0,0,0,"-1.23000062078014","0","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Unidentified","Unidentified","Unidentified",1,0,0.0216848180677718,0.0216848180677718,0.0487804878048781,0.226480836236934
"Bac_00022","Bac_00022","Level 1",3.19105771509965,0.006,0.0206698564593301,6,0,0,0,0,"-1.18729630767953","0","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira","Unidentified",2,0,0.0429955951777195,0.0429955951777195,0.0662020905923345,0.229965156794425
"Bac_00023","Bac_00023","Level 1",4.74095428649749,0,0,2,-3,0,3,0,"-0.128046706007619","0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium","Unidentified",5,0.00249696729496121,0.0780583724720675,0.0780583724720657,0.146341463414634,0.379790940766551
"Bac_00024","Bac_00024","Level 1",-1.35019296148529,0.872,1,7,-254,0,264,0,"-0.531366220278829","0.32","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unidentified",5,0.0070881493321452,0.0626018239083914,0.0626018239083869,0.149825783972125,0.400696864111498
"Bac_00025","Bac_00025","Level 1",6.11898038589756,0,0,2,-419,0,426,0,"1.10120167166552","0.314049586776859","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",11,0.0259771895980382,0.193828338802141,0.193828338802139,0.198606271777003,0.51219512195122
"Bac_00026","Bac_00026","Level 1",2.37232397264282,0.094,0.23098976109215,1,-12,0,12,0,"-0.843644789742107","0.56","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unidentified","Unidentified",5,0.0025208856062801,0.0255941401353978,0.0255941401353971,0.104529616724739,0.390243902439024
"Bac_00027","Bac_00027","Level 1",5.9636961434007,0,0,2,-48,0,49,0,"1.40851376608381","0","Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Unidentified","Unidentified","Unidentified",10,0.0107439558559714,0.099091889011248,0.0990918890112453,0.142857142857143,0.456445993031359
"Bac_00028","Bac_00028","Level 1",3.37987662295952,0.001,0.00398891966759003,6,0,0,0,0,"-1.18729630767953","0.444444444444444","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unidentified","Unidentified",3,0.00125488517382831,0.0453171681466984,0.0453171681466983,0.0696864111498258,0.250871080139373
"Bac_00029","Bac_00029","Level 1",8.92751513388989,0,0,2,0,0,0,0,"-0.742670894844191","0.375","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Unidentified",4,0.00210311734712024,0.0784535869874067,0.0784535869874066,0.0731707317073171,0.285714285714286
"Bac_00030","Bac_00030","Level 1",3.40200243281102,0.002,0.00753926701570681,6,0,0,0,0,"-1.18729630767953","0","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","Unidentified",2,0.000348825858253266,0.0825907840355535,0.0825907840355536,0.0940766550522648,0.32404181184669
"Bac_00031","Bac_00031","Level 1",3.2655719954841,0.005,0.0178217821782178,6,-148,0,149,0,"0.574651412916894","0.18","Bacteria","Chloroflexi","KD4-96","Unidentified","Unidentified","Unidentified","Unidentified",10,0.00898135989601631,0.539177409523825,0.539177409523826,0.181184668989547,0.390243902439024
"Bac_00032","Bac_00032","Level 1",2.32559342786945,0.096,0.235102040816327,7,-422,0,430,0,"-0.0474434125248955","0.244897959183674","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Unidentified","Unidentified",7,0.00268937701685003,0.0936191040802976,0.09361910408029,0.149825783972125,0.320557491289199
"Bac_00033","Bac_00033","Level 1",4.69382918339487,0,0,1,-28,0,28,0,"-0.145455998231398","0","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Unidentified",5,0.000978597595480639,0.0119006565848178,0.0119006565848175,0.0662020905923345,0.226480836236934
"Bac_00034","Bac_00034","Level 1",1.26000141629823,0.995,1,6,-233,0,234,0,"1.58147868182914","0.13265306122449","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","SC-I-84","Unidentified","Unidentified",14,0.0136350299847633,0.770144981155143,0.770144981155144,0.222996515679443,0.463414634146341
"Bac_00036","Bac_00036","Level 1",-2.92819009306219,0.017,0.0524197002141328,1,0,0,0,0,"-0.843644789742107","0.48","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Unidentified","Unidentified",5,0.00104121300940847,0.021063536777472,0.021063536777471,0.10801393728223,0.289198606271777
"Bac_00038","Bac_00038","Level 1",3.77499899661426,0,0,1,-124,0,124,0,"-0.494550393986752","0.5","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus","Unidentified",8,0.0257874076285882,0.0773451351713879,0.077345135171382,0.195121951219512,0.45993031358885
"Bac_00039","Bac_00039","Level 1",0.54100306521103,2.901,1,6,-198,0,202,0,"-0.180469038767289","0.375","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","IS-44","Unidentified",8,0.0107616474944915,0.39096313991255,0.39096313991255,0.177700348432056,0.452961672473868
"Bac_00040","Bac_00040","Level 1",4.72644707446087,0,0,6,-17,0,17,0,"0.826358230144955","0.355029585798816","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Unidentified","Unidentified",13,0.0189147500491886,0.552111468090254,0.552111468090254,0.212543554006969,0.452961672473868
"Bac_00041","Bac_00041","Level 1",-0.242251566559383,4.024,1,1,-3,0,3,0,"0.901827189034666","0","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","Thermomicrobiaceae","Nitrolancea","Unidentified",8,0.00700748379341917,0.0471505371437146,0.0471505371437143,0.146341463414634,0.341463414634146
"Bac_00042","Bac_00042","Level 1",0.963960149671503,1.66,1,1,0,0,0,0,"-1.19273918549746","0.444444444444444","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Unidentified",3,0.00213678999674269,0.0244816515151696,0.0244816515151693,0.0871080139372822,0.264808362369338
"Bac_00043","Bac_00043","Level 1",3.0260400388578,0.011,0.0358371040723982,9,-12,0,12,0,"0.702648052522944","0.617283950617284","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","Unidentified","Unidentified","Unidentified",9,0.0219426667725011,0.066907748387812,0.0669077483878112,0.181184668989547,0.522648083623693
"Bac_00044","Bac_00044","Level 1",6.74038124660389,0,0,2,-21,0,21,0,"0.486577482828953","0.37037037037037","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","Unidentified",9,0.0261955582451618,0.0599843773749599,0.059984377374959,0.132404181184669,0.425087108013937
"Bac_00045","Bac_00045","Level 1",-11.3024932649042,0,0,3,-4,0,4,0,"0.421637021355784","0.571428571428571","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinomadura","Unidentified",7,0.00572570530614778,0.0191863899697902,0.0191863899697892,0.104529616724739,0.29616724738676
"Bac_00046","Bac_00046","Level 1",-1.46395478602979,0.735,1,6,-60,0,62,0,"-0.43217585599535","0.277777777777778","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067","Unidentified",6,0.00198940770836875,0.21735398643969,0.21735398643969,0.13588850174216,0.369337979094077
"Bac_00047","Bac_00047","Level 1",-2.73516060128919,0.032,0.0914285714285714,7,-1,0,1,0,"-0.0474434125248955","0.244897959183674","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Unidentified","Unidentified",7,0.0096760775206877,0.0563185042663319,0.0563185042663273,0.125435540069686,0.365853658536585
"Bac_00048","Bac_00048","Level 1",2.08705613002972,0.148,0.336682464454976,2,-60,0,61,0,"-1.04998298926248","0.72","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unidentified",5,0.00742349631092002,0.0410928600959778,0.0410928600959759,0.128919860627178,0.40418118466899
"Bac_00049","Bac_00049","Level 1",-1.16510182653925,1.221,1,10,-205,0,214,0,"0.0700598099009039","0","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Unidentified",4,0.00422751762062066,0.0255127644073413,0.0255127644073404,0.104529616724739,0.320557491289199
"Bac_00050","Bac_00050","Level 1",6.57184412857733,0,0,1,-222,0,229,0,"1.94911037630073","0.357142857142857","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unidentified",14,0.0372272694020314,0.130385490317749,0.130385490317748,0.195121951219512,0.428571428571429
"Bac_00051","Bac_00051","Level 1",4.33820182083656,0,0,1,-23,0,23,0,"0.552732793279311","0.345679012345679","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Rugosimonospora","Unidentified",9,0.0159066021234461,0.0459287298514386,0.0459287298514381,0.139372822299652,0.365853658536585
"Bac_00052","Bac_00052","Level 1",6.34896681208159,0,0,1,-26,0,26,0,"0.552732793279311","0","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Unidentified",7,0.00904865092556383,0.02575343583955,0.0257534358395495,0.111498257839721,0.32404181184669
"Bac_00053","Bac_00053","Level 1",-5.76389667734154,0,0,7,0,0,0,0,"-0.531366220278829","0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Unidentified",4,0.000315441550571898,0.0632007811478556,0.0632007811478501,0.125435540069686,0.303135888501742
"Bac_00054","Bac_00054","Level 1",5.77261726745844,0,0,2,-2,0,2,0,"-0.742670894844191","0.375","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","Unidentified",4,0.00233061771823397,0.0821180950944962,0.0821180950944958,0.0975609756097561,0.35191637630662
"Bac_00055","Bac_00055","Level 1",-2.64964352246523,0.042,0.115640535372849,7,-49,0,49,0,"-0.289404816401862","0.592592592592593","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","Unidentified","Unidentified","Unidentified",9,0.0143812440443281,0.100119079132907,0.1001190791329,0.167247386759582,0.383275261324042
